type,frame,crop_path,class,conf,x1,y1,x2,y2
fn,1200,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001200_0135.jpg,unknown,,371,47,699,555
fp,1204,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001204_0155.jpg,bottle,0.3012,673,48,725,207
fn,1204,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001204_0136.jpg,unknown,,429,47,758,555
fp,1208,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001208_0156.jpg,bottle,0.2811,725,46,784,205
fp,1208,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001208_0157.jpg,bottle,0.1928,491,211,812,554
fp,1208,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001208_0158.jpg,bottle,0.1859,665,209,801,364
fp,1208,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001208_0159.jpg,bottle,0.1604,493,208,807,387
fp,1212,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001212_0160.jpg,bottle,0.2926,740,208,861,361
fp,1212,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001212_0161.jpg,bottle,0.2636,541,209,872,550
fp,1212,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001212_0162.jpg,bottle,0.2224,777,43,846,205
fp,1212,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001212_0163.jpg,bottle,0.1797,539,370,877,549
fp,1212,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001212_0164.jpg,bottle,0.1517,545,210,868,390
fp,1216,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001216_0165.jpg,bottle,0.4660,798,207,919,362
fp,1216,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001216_0166.jpg,bottle,0.2761,591,210,935,549
fp,1220,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001220_0167.jpg,bottle,0.2782,648,207,990,546
fp,1220,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001220_0168.jpg,bottle,0.1969,652,209,989,398
fn,1220,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001220_0137.jpg,unknown,,0,257,55,365
fp,1224,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001224_0169.jpg,bottle,0.4771,932,42,1026,204
fp,1224,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001224_0170.jpg,can,0.4511,0,193,114,378
fp,1224,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001224_0171.jpg,bottle,0.2964,915,202,1041,361
fp,1224,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001224_0172.jpg,bottle,0.1611,699,210,1053,540
fp,1228,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001228_0173.jpg,bottle,0.2255,0,198,190,379
fp,1228,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001228_0174.jpg,bottle,0.2002,749,214,1079,543
fp,1228,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001228_0175.jpg,bottle,0.1791,985,41,1079,205
fp,1228,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001228_0176.jpg,can,0.1554,0,195,243,396
fn,1228,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001228_0138.jpg,unknown,,0,206,64,313
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0177.jpg,bottle,0.3165,1036,87,1079,202
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0178.jpg,can,0.2567,1021,422,1079,521
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0179.jpg,bottle,0.2449,803,218,1079,540
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0180.jpg,bottle,0.2306,42,197,249,380
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0181.jpg,can,0.2035,1036,88,1079,204
fp,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001232_0182.jpg,can,0.1731,41,196,239,400
fn,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001232_0139.jpg,unknown,,147,288,232,370
fn,1232,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001232_0140.jpg,unknown,,43,203,129,290
fp,1236,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001236_0183.jpg,can,0.2992,105,189,303,402
fp,1236,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001236_0184.jpg,bottle,0.2466,102,191,299,402
fp,1236,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001236_0185.jpg,bottle,0.2431,850,90,1079,539
fn,1236,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001236_0141.jpg,unknown,,200,284,290,367
fn,1236,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001236_0142.jpg,unknown,,111,198,192,281
fp,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001240_0186.jpg,can,0.2540,165,180,360,403
fp,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001240_0187.jpg,can,0.2133,903,215,1079,392
fp,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001240_0188.jpg,bottle,0.2045,903,25,1079,539
fp,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001240_0189.jpg,bottle,0.1864,161,183,359,403
fn,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001240_0143.jpg,unknown,,249,281,348,361
fn,1240,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001240_0144.jpg,unknown,,181,188,272,267
fp,1244,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001244_0190.jpg,can,0.4341,221,189,441,402
fn,1244,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001244_0145.jpg,unknown,,308,299,405,368
fp,1248,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001248_0191.jpg,can,0.3680,282,194,489,404
fn,1248,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001248_0146.jpg,unknown,,1034,471,1079,549
fn,1248,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001248_0147.jpg,unknown,,1023,347,1079,468
fn,1248,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001248_0148.jpg,unknown,,365,311,461,370
fp,1252,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001252_0192.jpg,can,0.4005,346,192,529,404
fp,1252,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001252_0193.jpg,bottle,0.2950,347,192,529,404
fn,1252,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001252_0149.jpg,unknown,,413,328,511,369
fp,1256,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001256_0194.jpg,bottle,0.2492,410,183,582,405
fp,1256,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001256_0195.jpg,can,0.2074,409,184,581,406
fn,1256,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001256_0150.jpg,unknown,,463,328,566,365
fn,1260,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001260_0151.jpg,unknown,,515,333,620,366
fp,1264,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001264_0196.jpg,bottle,0.3599,528,183,701,405
fn,1264,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001264_0152.jpg,unknown,,571,334,676,366
fp,1268,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001268_0197.jpg,can,0.2922,585,184,760,404
fp,1268,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001268_0198.jpg,bottle,0.2279,584,184,761,404
fn,1268,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001268_0153.jpg,unknown,,611,330,736,365
fp,1272,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001272_0199.jpg,can,0.3490,641,183,826,403
fn,1272,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001272_0154.jpg,unknown,,656,306,792,364
fp,1276,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001276_0200.jpg,can,0.3555,686,184,887,403
fn,1280,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001280_0155.jpg,unknown,,762,270,906,363
fn,1280,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001280_0156.jpg,unknown,,790,182,937,271
fp,1284,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001284_0201.jpg,can,0.1685,740,184,1014,401
fn,1288,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001288_0157.jpg,unknown,,878,260,1020,361
fn,1288,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001288_0158.jpg,unknown,,923,182,1071,316
fn,1292,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001292_0159.jpg,unknown,,937,254,1076,361
fn,1292,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001292_0160.jpg,unknown,,988,181,1079,264
fp,1296,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001296_0202.jpg,bottle,0.1560,873,187,1079,398
fn,1300,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001300_0161.jpg,unknown,,1054,239,1079,333
fp,1432,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001432_0203.jpg,bottle,0.3668,0,317,56,463
fp,1436,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001436_0204.jpg,bottle,0.4824,0,290,108,460
fp,1440,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001440_0205.jpg,can,0.4213,0,277,163,457
fp,1440,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001440_0206.jpg,bottle,0.3548,0,275,162,458
fp,1448,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001448_0207.jpg,bottle,0.2689,6,276,267,456
fp,1452,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001452_0208.jpg,bottle,0.4076,82,276,316,457
fp,1456,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001456_0209.jpg,can,0.4842,154,277,368,457
fp,1456,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001456_0210.jpg,bottle,0.4249,155,276,368,458
fp,1460,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001460_0211.jpg,bottle,0.3089,225,277,418,458
fp,1464,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001464_0212.jpg,can,0.4909,295,277,471,459
fp,1464,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001464_0213.jpg,bottle,0.3419,296,276,470,460
fp,1468,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001468_0214.jpg,bottle,0.3660,356,276,522,461
fp,1472,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001472_0215.jpg,can,0.4967,419,278,572,460
fp,1472,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001472_0216.jpg,bottle,0.3660,417,277,574,461
fp,1476,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001476_0217.jpg,can,0.3689,477,278,629,460
fn,1488,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001488_0162.jpg,unknown,,0,259,24,352
fp,1492,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001492_0218.jpg,bottle,0.4950,0,150,80,370
fp,1496,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001496_0219.jpg,bottle,0.4753,741,276,959,455
fp,1496,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001496_0220.jpg,can,0.4094,0,171,133,370
fp,1500,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001500_0221.jpg,bottle,0.2648,793,276,1024,455
fp,1500,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001500_0222.jpg,can,0.1784,794,275,1031,452
fn,1500,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001500_0163.jpg,unknown,,14,199,60,285
fp,1504,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001504_0223.jpg,bottle,0.4373,848,274,1079,452
fp,1508,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001508_0224.jpg,bottle,0.3478,899,273,1079,455
fp,1508,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001508_0225.jpg,bottle,0.2819,87,171,287,370
fp,1512,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001512_0226.jpg,bottle,0.4781,949,272,1079,454
fp,1512,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001512_0227.jpg,bottle,0.3158,147,170,337,371
fp,1516,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001516_0228.jpg,can,0.4802,203,171,383,371
fp,1516,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001516_0229.jpg,bottle,0.3562,203,171,385,371
fp,1516,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001516_0230.jpg,bottle,0.2399,1001,294,1079,457
fp,1520,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001520_0231.jpg,can,0.4799,260,171,433,371
fp,1520,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001520_0232.jpg,bottle,0.4135,263,172,436,370
fn,1520,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001520_0164.jpg,unknown,,1056,339,1079,440
fp,1524,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001524_0233.jpg,can,0.4373,321,172,485,371
fp,1528,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001528_0234.jpg,bottle,0.4931,381,171,540,371
fp,1536,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001536_0235.jpg,can,0.4906,498,171,655,372
fp,1540,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001540_0236.jpg,can,0.4132,555,171,714,372
fp,1544,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001544_0237.jpg,can,0.2791,607,171,770,371
fp,1548,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001548_0238.jpg,bottle,0.4196,660,169,830,370
fp,1548,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001548_0239.jpg,can,0.2553,657,170,828,369
fp,1552,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001552_0240.jpg,bottle,0.2937,707,169,891,368
fp,1552,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001552_0241.jpg,can,0.2749,708,168,891,368
fp,1556,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001556_0242.jpg,bottle,0.4214,0,212,143,387
fp,1556,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001556_0243.jpg,can,0.4136,0,209,143,387
fp,1556,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001556_0244.jpg,bottle,0.3489,759,168,951,368
fp,1556,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001556_0245.jpg,can,0.2557,761,168,949,363
fp,1560,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001560_0246.jpg,can,0.2578,809,167,1011,368
fp,1560,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001560_0247.jpg,bottle,0.2441,809,168,1010,367
fp,1564,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001564_0248.jpg,can,0.2893,861,167,1071,367
fp,1564,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001564_0249.jpg,bottle,0.2751,862,168,1069,366
fp,1568,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001568_0250.jpg,bottle,0.2928,915,167,1079,366
fp,1568,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001568_0251.jpg,can,0.2690,915,166,1079,367
fp,1580,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001580_0252.jpg,bottle,0.4647,262,175,454,394
fp,1588,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001588_0253.jpg,bottle,0.4264,386,179,562,395
fp,1592,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001592_0254.jpg,bottle,0.4283,453,176,621,395
fp,1596,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001596_0255.jpg,bottle,0.4327,516,175,689,395
fp,1608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001608_0256.jpg,bottle,0.4122,685,171,880,391
fp,1612,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001612_0257.jpg,bottle,0.4248,740,172,940,389
fp,1616,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001616_0258.jpg,bottle,0.2665,793,172,1003,388
fp,1620,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001620_0259.jpg,bottle,0.4078,846,170,1071,383
fp,1628,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001628_0260.jpg,bottle,0.4160,950,163,1079,388
fn,1632,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001632_0165.jpg,unknown,,1008,228,1079,390
fn,1636,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001636_0166.jpg,unknown,,1059,285,1079,383
fn,1660,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001660_0167.jpg,unknown,,425,526,473,589
fn,1664,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001664_0168.jpg,unknown,,429,537,481,587
fn,1668,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001668_0169.jpg,unknown,,432,533,481,586
fn,1676,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001676_0170.jpg,unknown,,435,534,478,586
